n,accuracy,accuracy_ci_low,accuracy_ci_high,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
153,0.3725,0.2999,0.4514,0.5788,0.432,0.3728,0.8235,0.3725,0.4828
