n,accuracy,accuracy_ci_low,accuracy_ci_high,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
106,0.4057,0.3171,0.5008,0.4714,0.3229,0.2623,0.4879,0.4057,0.3033
